股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价,涨跌额,涨跌幅（%）,成交量（手）,成交额（万元）
000858.SZ,2013/3/12,395.53,399.28,389.74,391.93,395.53,-3.6,-0.91,197057,48034.6128
000858.SZ,2013/3/13,391.93,396.31,390.21,393.02,391.93,1.09,0.28,146467,35625.128
000858.SZ,2013/3/14,392.4,393.49,388.49,391.62,393.02,-1.4,-0.36,165714,40039.7456
000858.SZ,2013/3/15,389.43,391.62,383.01,387.71,391.62,-3.91,-1,241636,57897.9488
000858.SZ,2013/3/18,387.39,387.71,370.5,370.66,387.71,-17.05,-4.4,385631,89572.8384
000858.SZ,2013/3/19,368.63,372.07,357.21,363.31,370.66,-7.35,-1.98,286998,64561.408
000858.SZ,2013/3/20,362.53,374.26,361.12,371.6,363.31,8.29,2.28,248366,56594.5264
000858.SZ,2013/3/21,369.88,376.29,367.38,372.85,371.6,1.25,0.34,226025,52046.144
000858.SZ,2013/3/22,372.85,377.7,370.82,374.1,372.85,1.25,0.34,154074,35735.416
000858.SZ,2013/3/25,374.1,375.66,370.66,372.07,374.1,-2.03,-0.54,124978,28792.1648
000858.SZ,2013/3/26,371.91,375.04,370.04,371.13,372.07,-0.94,-0.25,147515,33962.7568
000858.SZ,2013/3/27,371.29,373.16,359.09,361.12,371.13,-10.01,-2.7,309344,69430.3632
000858.SZ,2013/3/28,359.24,359.24,348.77,354.71,361.12,-6.41,-1.78,274910,60030.624
000858.SZ,2013/3/29,354.71,364.09,352.05,361.75,354.71,7.04,1.98,282081,62407.5952
000858.SZ,2013/4/1,361.28,361.43,353.3,355.33,361.75,-6.42,-1.77,153430,33714.8448
000858.SZ,2013/4/2,360.34,361.75,355.8,356.74,355.33,1.41,0.4,236071,52165.2384
000858.SZ,2013/4/3,357.37,359.24,354.24,355.65,356.74,-1.09,-0.31,136396,29984.3664
000858.SZ,2013/4/8,351.74,355.02,345.48,352.68,355.65,-2.97,-0.84,201424,43480.6688
000858.SZ,2013/4/9,352.52,357.21,351.89,352.83,352.68,0.15,0.04,137993,30133.1248
000858.SZ,2013/4/10,352.83,373.63,351.74,368.31,352.83,15.48,4.39,414015,93452.8576
000858.SZ,2013/4/11,368.31,368.47,360.18,360.5,368.31,-7.81,-2.12,195103,43854.4944
000858.SZ,2013/4/12,360.03,371.13,358.78,363.94,360.5,3.44,0.95,226845,51281.304
000858.SZ,2013/4/15,362.69,365.81,356.74,359.24,363.94,-4.7,-1.29,143282,31848.1952
000858.SZ,2013/4/16,354.87,360.81,353.3,358.31,359.24,-0.93,-0.26,138432,30496.4576
000858.SZ,2013/4/17,357.68,365.81,357.68,364.09,358.31,5.78,1.61,215818,48348.1744
000858.SZ,2013/4/18,363.15,365.81,358.62,361.12,364.09,-2.97,-0.82,147053,32886.4944
000858.SZ,2013/4/19,361.28,368.16,361.28,366.44,361.12,5.32,1.47,233494,52609.2448
000858.SZ,2013/4/22,363.94,365.81,357.84,358.31,366.44,-8.13,-2.22,268839,59856.0768
000858.SZ,2013/4/23,360.03,365.19,357.99,359.24,358.31,0.93,0.26,260901,58280.9312
000858.SZ,2013/4/24,360.81,361.75,352.83,358.93,359.24,-0.31,-0.09,212982,46904.6128
000858.SZ,2013/4/25,356.59,361.43,353.93,356.43,358.93,-2.5,-0.7,156183,34510.3952
000858.SZ,2013/4/26,357.84,360.96,354.08,355.65,356.43,-0.78,-0.22,134571,29727.5296
000858.SZ,2013/5/2,355.49,355.49,346.58,348.14,355.65,-7.51,-2.11,175470,37723.5872
000858.SZ,2013/5/3,348.14,353.46,348.14,350.49,348.14,2.35,0.68,142899,30928.6288
000858.SZ,2013/5/6,350.49,361.28,350.49,360.96,350.49,10.47,2.99,221435,48845.016
000858.SZ,2013/5/7,361.28,371.76,361.12,370.04,360.96,9.08,2.52,423094,96223.6048
000858.SZ,2013/5/8,370.04,371.13,364.72,367.85,370.04,-2.19,-0.59,225950,51340.0176
000858.SZ,2013/5/9,368.63,377.54,368,374.26,367.85,6.41,1.74,379550,87795.3216
000858.SZ,2013/5/10,374.26,377.7,371.29,374.41,374.26,0.15,0.04,221059,51285.88
000858.SZ,2013/5/13,375.2,380.83,372.69,374.57,374.41,0.16,0.04,221825,51666.2672
000858.SZ,2013/5/14,373.63,373.63,365.03,366.28,374.57,-8.29,-2.21,173450,39401.0304
000858.SZ,2013/5/15,366.44,371.44,366.44,367.85,366.28,1.57,0.43,106339,24221.0836
000858.SZ,2013/5/16,367.38,372.38,363.78,370.5,367.85,2.65,0.72,180411,41225.0768
000858.SZ,2013/5/17,370.5,379.11,369.72,378.32,370.5,7.82,2.11,268483,62350.5136
000858.SZ,2013/5/20,380.67,385.2,379.11,379.57,378.32,1.25,0.33,242833,57406.4624
000858.SZ,2013/5/21,380.04,380.36,375.66,379.89,379.57,0.32,0.08,195352,45656.4624
000858.SZ,2013/5/22,380.2,391.15,380.2,391.15,379.89,11.26,2.96,423577,101375.064
000858.SZ,2013/5/23,390.83,396.46,385.36,387.39,391.15,-3.76,-0.96,404439,98304.7072
000858.SZ,2013/5/24,388.02,394.43,388.02,390.68,387.39,3.29,0.85,244121,59119.7104
000858.SZ,2013/5/27,390.05,390.21,385.52,387.39,390.68,-3.29,-0.84,190003,45543.3728
000858.SZ,2013/5/28,387.39,392.87,383.48,391.93,387.39,4.54,1.17,210134,50592.1616
000858.SZ,2013/5/29,392.09,397.71,391.62,391.93,391.93,0,0,218193,53347.4032
000858.SZ,2013/5/30,390.83,392.87,386.14,387.71,391.93,-4.22,-1.08,175855,42300.9632
000858.SZ,2013/5/31,389.27,390.36,383.33,383.8,387.71,-3.91,-1.01,139011,33254.4848
000858.SZ,2013/6/3,383.8,387.08,382.08,384.42,383.8,0.62,0.16,173608,41324.1248
000858.SZ,2013/6/4,383.8,385.83,378.95,379.26,384.42,-5.16,-1.34,180475,42637.224
000858.SZ,2013/6/5,379.26,384.27,375.82,383.17,379.26,3.91,1.03,145490,34247.656
000858.SZ,2013/6/6,383.33,389.27,381.29,381.29,383.17,-1.88,-0.49,180292,42907.2992
000858.SZ,2013/6/7,383.17,383.8,370.19,372.38,381.29,-8.91,-2.34,175619,39568.4288
000858.SZ,2013/6/13,369.1,369.1,356.27,360.81,372.38,-11.57,-3.11,190576,41154.432
000858.SZ,2013/6/14,361.9,364.72,360.18,360.81,360.81,0,0,132621,28577.5552
000858.SZ,2013/6/17,361.12,362.53,353.46,355.65,360.81,-5.16,-1.43,166100,35363.2944
000858.SZ,2013/6/18,355.65,358.93,355.49,357.99,355.65,2.34,0.66,108917,23145.9502
000858.SZ,2013/6/19,357.52,367.38,353.46,365.34,357.99,7.35,2.05,209073,44882.6688
000858.SZ,2013/6/20,363.31,365.5,355.33,356.27,365.34,-9.07,-2.48,137429,29451.6384
000858.SZ,2013/6/21,352.99,360.65,349.39,355.96,356.27,-0.31,-0.09,130051,27595.4032
000858.SZ,2013/6/24,356.9,357.99,340.79,340.79,355.96,-15.17,-4.26,221855,46049.5088
000858.SZ,2013/6/25,340.01,345.48,320.46,334.54,340.79,-6.25,-1.83,301143,59477.7424
000858.SZ,2013/6/26,336.1,336.1,326.25,332.82,334.54,-1.72,-0.51,206338,40440.8032
000858.SZ,2013/6/27,332.97,339.23,330.78,330.78,332.82,-2.04,-0.61,165568,32903.0336
000858.SZ,2013/6/28,330.78,341.89,330.16,338.29,330.78,7.51,2.27,181733,36363.8672
000858.SZ,2013/7/1,336.88,341.26,333.75,337.19,338.29,-1.1,-0.33,114571,22857.1907
000858.SZ,2013/7/2,338.45,346.26,332.19,343.92,337.19,6.73,2,218518,44151.584
000858.SZ,2013/7/3,344.08,344.08,337.66,340.17,343.92,-3.75,-1.09,122585,24755.5917
000858.SZ,2013/7/4,338.6,343.92,336.1,339.23,340.17,-0.94,-0.28,143251,28933.4064
000858.SZ,2013/7/5,338.76,344.54,338.6,339.54,339.23,0.31,0.09,139351,28256.92
000858.SZ,2013/7/8,337.51,337.51,332.35,332.5,339.54,-7.04,-2.07,140408,27783.584
000858.SZ,2013/7/9,331.56,333.75,330.47,331.25,332.5,-1.25,-0.38,79459,15611.1806
000858.SZ,2013/7/10,331.25,337.19,330.47,336.88,331.25,5.63,1.7,100936,19935.5311
000858.SZ,2013/7/11,337.82,353.61,336.1,349.86,336.88,12.98,3.85,318015,65480.1008
000858.SZ,2013/7/12,348.45,350.17,340.01,340.48,349.86,-9.38,-2.68,204694,41933.0144
000858.SZ,2013/7/15,342.82,343.76,336.88,340.17,340.48,-0.31,-0.09,199700,40223.9712
000858.SZ,2013/7/16,340.48,347.98,337.04,345.95,340.17,5.78,1.7,238133,48537.2592
000858.SZ,2013/7/17,344.86,346.58,339.54,339.54,345.95,-6.41,-1.85,161624,32859.6752
000858.SZ,2013/7/18,338.91,340.79,336.1,336.1,339.54,-3.44,-1.01,114088,22819.7021
000858.SZ,2013/7/19,335.94,337.66,326.72,326.72,336.1,-9.38,-2.79,257370,50330.4928
000858.SZ,2013/7/22,324.37,329.22,322.18,326.87,326.72,0.15,0.05,104883,20183.1897
000858.SZ,2013/7/23,329.06,333.44,327.03,331.25,326.87,4.38,1.34,145978,28594.0944
000858.SZ,2013/7/24,331.1,332.66,325.15,326.87,331.25,-4.38,-1.32,180043,34902.0512
000858.SZ,2013/7/25,329.06,336.57,325.31,330.47,326.87,3.6,1.1,252654,49607.4288
000858.SZ,2013/7/26,329.69,330.31,324.53,325.93,330.47,-4.54,-1.37,164339,31729.9072
000858.SZ,2013/7/29,324.37,324.68,319.84,320.62,325.93,-5.31,-1.63,153090,29120.3024
000858.SZ,2013/7/30,322.03,326.4,319.21,322.65,320.62,2.03,0.63,119229,22742.8636
000858.SZ,2013/7/31,326.09,326.87,320.62,321.24,322.65,-1.41,-0.44,105556,20119.0899
000858.SZ,2013/8/1,324.06,326.4,321.71,325.47,321.24,4.23,1.32,145728,27915.9408
000858.SZ,2013/8/2,325.93,329.84,325.78,325.93,325.47,0.46,0.14,164185,31758.256
000858.SZ,2013/8/5,326.25,328.28,324.84,327.81,325.93,1.88,0.58,112419,21690.844
000858.SZ,2013/8/6,328.75,331.25,325.78,329.69,327.81,1.88,0.57,187657,36428.488
000858.SZ,2013/8/7,329.38,332.19,327.19,327.97,329.69,-1.72,-0.52,260818,50786.2112
000858.SZ,2013/8/8,327.19,329.06,325.93,326.25,327.97,-1.72,-0.52,135191,26127.2796
000858.SZ,2013/8/9,327.81,328.75,322.18,323.75,326.25,-2.5,-0.77,192963,36971.0048
000858.SZ,2013/8/12,323.59,332.66,323.59,332.66,323.75,8.91,2.75,352256,68635.1104
000858.SZ,2013/8/13,332.97,336.88,331.88,334.69,332.66,2.03,0.61,242639,47974.5248
000858.SZ,2013/8/14,334.69,339.23,331.41,332.19,334.69,-2.5,-0.75,259620,51627.504
000858.SZ,2013/8/15,339.23,343.92,336.41,339.54,332.19,7.35,2.21,469531,94748.0208
000858.SZ,2013/8/16,339.23,347.05,337.51,339.07,339.54,-0.47,-0.14,380540,77049.7104
000858.SZ,2013/8/19,337.82,339.07,332.03,334.54,339.07,-4.53,-1.34,331152,65502.0896
000858.SZ,2013/8/20,332.97,336.73,331.56,332.82,334.54,-1.72,-0.51,240601,47515.3904
000858.SZ,2013/8/21,333.13,334.07,331.56,333.44,332.82,0.62,0.19,153043,30147.4512
000858.SZ,2013/8/22,332.97,335.47,331.88,332.35,333.44,-1.09,-0.33,131409,25912.1273
000858.SZ,2013/8/23,333.13,333.91,325.15,327.97,332.35,-4.38,-1.32,176789,34428.7408
000858.SZ,2013/8/26,328.44,330.78,325.93,330.63,327.97,2.66,0.81,217204,42232.5504
000858.SZ,2013/8/27,329.84,336.41,329.38,335.94,330.63,5.31,1.61,259255,51116.0624
000858.SZ,2013/8/28,332.97,334.22,330,331.41,335.94,-4.53,-1.35,184968,36325.136
000858.SZ,2013/8/29,331.1,332.35,326.87,328.28,331.41,-3.13,-0.94,188016,36552.8928
000858.SZ,2013/8/30,328.28,330,327.03,327.81,328.28,-0.47,-0.14,137437,26668.2494
000858.SZ,2013/9/2,326.72,327.5,310.77,311.55,327.81,-16.26,-4.96,593077,109560.9728
000858.SZ,2013/9/3,311.86,317.33,311.08,315.77,311.55,4.22,1.35,289644,53591.5376
000858.SZ,2013/9/4,315.61,317.33,314.52,315.3,315.77,-0.47,-0.15,165437,30762.0544
000858.SZ,2013/9/5,315.77,319.84,313.27,316.55,315.3,1.25,0.4,198908,37010.4576
000858.SZ,2013/9/6,316.55,319.68,316.55,316.86,316.55,0.31,0.1,168965,31642.9264
000858.SZ,2013/9/9,317.96,321.09,316.55,320.15,316.86,3.29,1.04,290633,54725.2496
000858.SZ,2013/9/10,320.46,323.12,318.9,322.96,320.15,2.81,0.88,235481,44626.6288
000858.SZ,2013/9/11,323.43,329.22,321.4,327.34,322.96,4.38,1.36,369174,71039.1056
000858.SZ,2013/9/12,327.03,329.38,324.21,324.68,327.34,-2.66,-0.81,254828,49055.6688
000858.SZ,2013/9/13,324.21,332.66,324.21,328.12,324.68,3.44,1.06,381824,74104.8832
000858.SZ,2013/9/16,329.06,329.22,322.65,323.12,328.12,-5,-1.52,216728,41627.0128
000858.SZ,2013/9/17,322.96,323.12,313.11,313.89,323.12,-9.23,-2.86,308151,57481.7984
000858.SZ,2013/9/18,313.89,316.55,313.11,313.42,313.89,-0.47,-0.15,153556,28456.088
000858.SZ,2013/9/23,313.74,315.77,313.58,314.99,313.42,1.57,0.5,151563,28099.6768
000858.SZ,2013/9/24,317.8,318.43,311.39,315.77,314.99,0.78,0.25,254530,47202.072
000858.SZ,2013/9/25,316.4,317.96,312.33,312.64,315.77,-3.13,-0.99,200771,37220.5248
000858.SZ,2013/9/26,312.33,313.89,308.58,308.89,312.64,-3.75,-1.2,199178,36390.0272
000858.SZ,2013/9/27,309.2,310.61,305.29,305.76,308.89,-3.13,-1.01,190071,34282.04
000858.SZ,2013/9/30,305.76,307.33,303.57,306.39,305.76,0.63,0.21,140959,25266.0155
000858.SZ,2013/10/8,305.14,307.95,302.01,307.48,306.39,1.09,0.36,153915,27565.5552
000858.SZ,2013/10/9,306.7,307.48,304.67,306.54,307.48,-0.94,-0.31,153901,27647.656
000858.SZ,2013/10/10,306.39,306.39,303.26,303.26,306.54,-3.28,-1.07,162936,29157.0512
000858.SZ,2013/10/11,303.26,305.14,302.79,304.51,303.26,1.25,0.41,185373,33083.4048
000858.SZ,2013/10/14,306.39,314.83,304.98,312.02,304.51,7.51,2.47,365184,66838.9152
000858.SZ,2013/10/15,311.7,314.68,309.2,312.33,312.02,0.31,0.1,222781,40874.2992
000858.SZ,2013/10/16,313.74,316.55,307.64,308.89,312.33,-3.44,-1.1,260269,47746.2176
000858.SZ,2013/10/17,309.51,311.39,307.48,309.36,308.89,0.47,0.15,157123,28577.8928
000858.SZ,2013/10/18,309.51,310.92,305.29,306.86,309.36,-2.5,-0.81,139404,25186.9064
000858.SZ,2013/10/21,307.01,310.61,306.39,310.14,306.86,3.28,1.07,160394,29116.5648
000858.SZ,2013/10/22,309.83,312.02,308.11,308.58,310.14,-1.56,-0.5,129784,23640.9699
000858.SZ,2013/10/23,308.89,311.08,306.23,306.7,308.58,-1.88,-0.61,149427,27082.0064
000858.SZ,2013/10/24,307.01,307.48,303.1,304.04,306.7,-2.66,-0.87,173767,31116.2128
000858.SZ,2013/10/25,304.04,304.82,297,298.1,304.04,-5.94,-1.95,226667,39959.7376
000858.SZ,2013/10/28,282.15,284.81,275.89,279.65,298.1,-18.45,-6.19,538699,87891.3408
000858.SZ,2013/10/29,277.93,279.96,275.27,276.67,279.65,-2.98,-1.07,280438,45260.2048
000858.SZ,2013/10/30,276.67,278.08,275.42,276.99,276.67,0.32,0.12,161495,25987.6985
000858.SZ,2013/10/31,276.52,282.62,275.89,279.96,276.99,2.97,1.07,269730,43926.7312
000858.SZ,2013/11/1,278.39,279.8,275.89,277.46,279.96,-2.5,-0.89,148592,23984.0535
000858.SZ,2013/11/4,278.24,279.02,276.83,276.99,277.46,-0.47,-0.17,122510,19806.5655
000858.SZ,2013/11/5,276.99,277.3,273.39,276.21,276.99,-0.78,-0.28,155506,24886.9116
000858.SZ,2013/11/6,275.27,282.15,274.95,279.33,276.21,3.12,1.13,268672,43707.9536
000858.SZ,2013/11/7,278.08,281.37,276.36,278.24,279.33,-1.09,-0.39,126938,20590.7472
000858.SZ,2013/11/8,277.14,283.71,276.99,279.18,278.24,0.94,0.34,168030,27498.2336
000858.SZ,2013/11/11,279.33,284.96,277.93,283.09,279.18,3.91,1.4,251238,41376.5008
000858.SZ,2013/11/12,283.09,294.97,280.9,291.37,283.09,8.28,2.92,416291,70233.2592
000858.SZ,2013/11/13,289.18,292.63,284.49,284.81,291.37,-6.56,-2.25,253077,42649.7936
000858.SZ,2013/11/14,284.81,286.06,281.99,282.62,284.81,-2.19,-0.77,129009,21326.4683
000858.SZ,2013/11/15,282.62,287.62,282.62,284.49,282.62,1.87,0.66,174689,29097.1248
000858.SZ,2013/11/18,285.74,288.4,284.34,288.25,284.49,3.76,1.32,212410,35489.4576
000858.SZ,2013/11/19,287.93,291.37,286.68,287.62,288.25,-0.63,-0.22,185355,31292.3936
000858.SZ,2013/11/20,290.28,290.44,285.74,288.25,287.62,0.63,0.22,147353,24715.9432
000858.SZ,2013/11/21,287.31,287.31,283.24,284.02,288.25,-4.23,-1.47,134528,22334.6608
000858.SZ,2013/11/22,286.53,286.53,283.56,283.87,284.02,-0.15,-0.05,90825,15088.2339
000858.SZ,2013/11/25,282.77,288.09,281.99,284.96,283.87,1.09,0.38,130299,21755.5668
000858.SZ,2013/11/26,284.49,286.37,282.93,283.09,284.96,-1.87,-0.66,115038,19082.2072
000858.SZ,2013/11/27,283.09,285.12,281.05,282.93,283.09,-0.16,-0.06,118622,19573.7351
000858.SZ,2013/11/28,283.4,287.31,283.4,285.9,282.93,2.97,1.05,155429,25948.1092
000858.SZ,2013/11/29,286.21,287.31,284.65,286.84,285.9,0.94,0.33,149574,24981.9281
000858.SZ,2013/12/2,286.06,286.06,279.65,280.27,286.84,-6.57,-2.29,200472,33107.6016
000858.SZ,2013/12/3,280.11,285.74,279.65,285.12,280.27,4.85,1.73,135709,22442.2586
000858.SZ,2013/12/4,284.49,288.4,283.56,286.84,285.12,1.72,0.6,191306,32046.4816
000858.SZ,2013/12/5,286.68,287.46,285.28,286.37,286.84,-0.47,-0.16,104758,17516.6915
000858.SZ,2013/12/6,286.06,288.87,285.74,288.56,286.37,2.19,0.76,157927,26557.4547
000858.SZ,2013/12/9,288.25,290.12,285.74,287.78,288.56,-0.78,-0.27,177286,29841.272
000858.SZ,2013/12/10,287.78,288.87,285.74,286.68,287.78,-1.1,-0.38,103076,17261.8112
000858.SZ,2013/12/11,285.9,287.31,282.93,283.87,286.68,-2.81,-0.98,130968,21790.0866
000858.SZ,2013/12/12,283.09,284.96,281.05,281.52,283.87,-2.35,-0.83,100815,16654.6472
000858.SZ,2013/12/13,279.96,282.46,279.65,280.43,281.52,-1.09,-0.39,92860,15206.3625
000858.SZ,2013/12/16,281.37,281.52,274.64,274.8,280.43,-5.63,-2.01,146251,23602.0638
000858.SZ,2013/12/17,274.8,277.61,274.8,276.05,274.8,1.25,0.45,90335,14531.6514
000858.SZ,2013/12/18,275.89,277.14,275.89,276.21,276.05,0.16,0.06,63247,10167.2539
000858.SZ,2013/12/19,276.99,277.46,273.55,273.7,276.21,-2.51,-0.91,111954,17883.9505
000858.SZ,2013/12/20,274.48,275.11,262.6,262.6,273.7,-11.1,-4.06,204766,31892.5712
000858.SZ,2013/12/23,264.16,265.26,261.35,263.54,262.6,0.94,0.36,120262,18335.9509
000858.SZ,2013/12/24,263.69,265.41,261.35,262.91,263.54,-0.63,-0.24,88813,13559.3678
000858.SZ,2013/12/25,262.91,264.16,261.82,262.76,262.91,-0.15,-0.06,77711,11829.8564
000858.SZ,2013/12/26,262.76,263.54,253.69,255.88,262.76,-6.88,-2.62,217309,32316.2384
000858.SZ,2013/12/27,255.88,263.23,254.78,262.44,255.88,6.56,2.56,167695,25146.8797
000858.SZ,2013/12/30,262.6,263.23,257.6,258.06,262.44,-4.38,-1.67,138536,20801.5225
000858.SZ,2013/12/31,257.91,271.98,256.5,269.79,258.06,11.73,4.55,376312,58277.6752
000858.SZ,2014/1/2,267.29,268.7,265.26,266.35,269.79,-3.44,-1.28,154251,23822.2463
000858.SZ,2014/1/3,264.63,265.41,260.25,262.44,266.35,-3.91,-1.47,111835,16972.0578
000858.SZ,2014/1/6,261.66,261.66,252.75,253.22,262.44,-9.22,-3.51,217449,32007.9776
000858.SZ,2014/1/7,251.81,254.47,251.03,253.69,253.22,0.47,0.19,126570,18433.2432
000858.SZ,2014/1/8,253.69,255.41,251.03,251.18,253.69,-2.51,-0.99,120940,17586.5212
000858.SZ,2014/1/9,250.25,265.1,248.99,255.88,251.18,4.7,1.87,332526,49593.6784
000858.SZ,2014/1/10,253.22,257.28,252.28,254.16,255.88,-1.72,-0.67,166499,24433.5979
000858.SZ,2014/1/13,255.56,260.88,253.53,258.38,254.16,4.22,1.66,214923,32065.2848
000858.SZ,2014/1/14,258.53,266.2,256.97,264.01,258.38,5.63,2.18,257169,39166.1696
000858.SZ,2014/1/15,263.69,263.69,258.06,259.47,264.01,-4.54,-1.72,137731,20717.4516
000858.SZ,2014/1/16,259.63,263.23,257.44,260.1,259.47,0.63,0.24,153181,23067.7995
000858.SZ,2014/1/17,259.16,259.16,254.16,254.94,260.1,-5.16,-1.98,128827,19076.3806
000858.SZ,2014/1/20,254,261.04,253.53,256.97,254.94,2.03,0.8,168571,25066.0496
000858.SZ,2014/1/21,256.34,258.22,254.62,255.41,256.97,-1.56,-0.61,135192,20010.3289
000858.SZ,2014/1/22,255.56,263.38,254.94,262.29,255.41,6.88,2.69,314464,47483.2544
000858.SZ,2014/1/23,261.82,263.38,258.69,261.51,262.29,-0.78,-0.3,237349,35837.5216
000858.SZ,2014/1/24,261.04,263.23,260.1,260.88,261.51,-0.63,-0.24,203785,30841.2928
000858.SZ,2014/1/27,259.47,266.51,259.47,263.38,260.88,2.5,0.96,308991,47195.8992
000858.SZ,2014/1/28,263.38,264.32,260.41,261.51,263.38,-1.87,-0.71,141741,21476.7038
000858.SZ,2014/1/29,262.13,263.54,255.88,257.13,261.51,-4.38,-1.67,192078,28714.3984
000858.SZ,2014/1/30,256.66,256.97,252.59,253.84,257.13,-3.29,-1.28,126283,18503.804
000858.SZ,2014/2/7,251.97,254.94,251.97,254.78,253.84,0.94,0.37,105039,15374.6283
000858.SZ,2014/2/10,254.62,258.06,254,256.81,254.78,2.03,0.8,180395,26703.4562
000858.SZ,2014/2/11,256.81,261.04,255.25,258.69,256.81,1.88,0.73,254167,38017.0912
000858.SZ,2014/2/12,259.47,260.72,256.66,259.63,258.69,0.94,0.36,175610,26249.5026
000858.SZ,2014/2/13,259.47,262.91,258.85,259.78,259.63,0.15,0.06,227394,34350.4608
000858.SZ,2014/2/14,260.1,267.92,259.94,267.6,259.78,7.82,3.01,454078,69811.656
000858.SZ,2014/2/17,269.17,282.62,268.86,277.93,267.6,10.33,3.86,746775,120085.8832
000858.SZ,2014/2/18,276.67,280.43,273.55,275.74,277.93,-2.19,-0.79,330139,53021.3888
000858.SZ,2014/2/19,275.89,282.15,275.42,276.21,275.74,0.47,0.17,349936,56789.2832
000858.SZ,2014/2/20,276.67,278.39,270.42,271.98,276.21,-4.23,-1.53,225401,35845.1888
000858.SZ,2014/2/21,271.2,274.48,269.79,274.33,271.98,2.35,0.86,224826,35565.8352
000858.SZ,2014/2/24,273.08,274.48,268.7,271.36,274.33,-2.97,-1.08,166212,26158.3681
000858.SZ,2014/2/25,271.2,272.3,260.41,261.19,271.36,-10.17,-3.75,304956,46750.0928
000858.SZ,2014/2/26,259.78,262.76,256.5,261.04,261.19,-0.15,-0.06,170667,25639.4593
000858.SZ,2014/2/27,261.51,263.07,259.16,261.04,261.04,0,0,134819,20338.9873
000858.SZ,2014/2/28,260.88,265.41,260.1,263.69,261.04,2.65,1.02,152724,23271.2208
000858.SZ,2014/3/3,262.6,272.14,260.1,271.67,263.69,7.98,3.03,309232,47994.5664
000858.SZ,2014/3/4,268.86,279.65,267.76,273.55,271.67,1.88,0.69,356450,56943.4304
000858.SZ,2014/3/5,275.11,280.27,270.58,277.77,273.55,4.22,1.54,382002,61511.0448
000858.SZ,2014/3/6,276.67,279.18,272.76,276.83,277.77,-0.94,-0.34,224732,36164.304
000858.SZ,2014/3/7,276.52,280.43,271.98,277.61,276.83,0.78,0.28,274672,44226.048
000858.SZ,2014/3/10,275.11,276.52,266.35,266.51,277.61,-11.1,-4,251995,39691.0464
000858.SZ,2014/3/11,265.73,285.43,264.95,284.34,266.51,17.83,6.69,632794,102634.7664
000858.SZ,2014/3/12,284.65,292.63,281.52,286.53,284.34,2.19,0.77,803095,135140.1648
000858.SZ,2014/3/13,287.31,304.82,286.53,303.26,286.53,16.73,5.84,926775,162292.4432
000858.SZ,2014/3/14,300.13,303.88,296.53,299.82,303.26,-3.44,-1.13,456781,80167.4928
000858.SZ,2014/3/17,299.82,304.35,295.6,302.63,299.82,2.81,0.94,351585,61813.3232
000858.SZ,2014/3/18,300.76,313.74,300.6,306.86,302.63,4.23,1.4,637428,115895.6912
000858.SZ,2014/3/19,303.57,306.07,296.85,299.35,306.86,-7.51,-2.45,305518,53851.624
000858.SZ,2014/3/20,297.94,302.48,290.91,291.06,299.35,-8.29,-2.77,302354,52371.6992
000858.SZ,2014/3/21,290.75,298.26,290.12,297,291.06,5.94,2.04,247476,42590.9072
000858.SZ,2014/3/24,296.69,303.26,293.88,302.95,297,5.95,2,276365,48554.976
000858.SZ,2014/3/25,300.13,300.13,290.59,294.66,302.95,-8.29,-2.74,309016,53185.5376
000858.SZ,2014/3/26,294.66,299.51,291.53,292.16,294.66,-2.5,-0.85,195539,33844.6656
000858.SZ,2014/3/27,292.16,294.97,291.06,291.69,292.16,-0.47,-0.16,155514,26689.2692
000858.SZ,2014/3/28,291.22,293.72,282.62,284.49,291.69,-7.2,-2.47,255664,42743.7328
000858.SZ,2014/3/31,283.87,289.03,283.87,285.59,284.49,1.1,0.39,122861,20577.3836
000858.SZ,2014/4/1,285.12,294.66,284.02,294.35,285.59,8.76,3.07,234430,39727.0384
000858.SZ,2014/4/2,293.41,300.76,292.31,295.13,294.35,0.78,0.26,255612,44470.6832
000858.SZ,2014/4/3,296.07,297,293.41,293.72,295.13,-1.41,-0.48,114818,19823.9714
000858.SZ,2014/4/4,292.94,293.72,288.4,293.41,293.72,-0.31,-0.11,107862,18371.8366
000858.SZ,2014/4/8,292,295.13,288.25,294.19,293.41,0.78,0.27,177458,30362.5824
000858.SZ,2014/4/9,294.66,299.66,292.63,295.91,294.19,1.72,0.58,192071,33326.5328
000858.SZ,2014/4/10,295.13,299.51,292.63,297.79,295.91,1.88,0.64,180222,31227.0064
000858.SZ,2014/4/11,297.79,311.08,296.53,309.05,297.79,11.26,3.78,529128,95534.1824
000858.SZ,2014/4/14,306.39,309.05,304.35,305.92,309.05,-3.13,-1.01,171812,30906.3296
000858.SZ,2014/4/15,305.61,306.54,299.82,300.13,305.92,-5.79,-1.89,162356,28792.8016
000858.SZ,2014/4/16,300.91,302.79,298.57,300.29,300.13,0.16,0.05,100971,17797.1815
000858.SZ,2014/4/17,300.44,303.57,299.35,301.23,300.29,0.94,0.31,99748,17630.1991
000858.SZ,2014/4/18,299.98,304.04,298.57,301.07,301.23,-0.16,-0.05,88817,15710.4147
000858.SZ,2014/4/21,299.35,302.01,292,293.56,301.07,-7.51,-2.49,121202,21125.7829
000858.SZ,2014/4/22,292.63,294.97,289.03,292.16,293.56,-1.4,-0.48,128364,21881.3405
