股票代码,交易日期,开盘价,最高价,最低价,收盘价,昨收价,涨跌额,涨跌幅（%）,成交量（手）,成交额（万元）
000858.SZ,1998/4/27,29.77,57,29.77,53.57,14.77,38.8,262.69,341630,184620.4544
000858.SZ,1998/4/28,54,56.5,53.6,54.19,53.57,0.62,1.16,67658,37157.184
000858.SZ,1998/4/29,54.97,54.98,52.9,53.3,54.19,-0.89,-1.64,33932,18192.752
000858.SZ,1998/4/30,53.3,54.2,53.2,53.65,53.3,0.35,0.66,23856,12794.2176
000858.SZ,1998/5/4,55.1,59.02,55,59.02,53.65,5.37,10.01,49209,28531.2928
000858.SZ,1998/5/5,62.88,64.9,61.61,62.66,59.02,3.64,6.17,84095,53213.056
000858.SZ,1998/5/6,62.2,66,61.8,65.73,62.66,3.07,4.9,44366,28314.768
000858.SZ,1998/5/7,67,69.8,66,66.45,65.73,0.72,1.1,60016,40549.6128
000858.SZ,1998/5/8,66.45,68.18,66,67.02,66.45,0.57,0.86,35393,23716.64
000858.SZ,1998/5/11,66.6,67.18,63.8,64.04,67.02,-2.98,-4.45,32802,21280.248
000858.SZ,1998/5/12,63.3,63.8,62.22,63.43,64.04,-0.61,-0.95,19151,12068.5592
000858.SZ,1998/5/13,63.2,65.75,63.01,63.85,63.43,0.42,0.66,13930,8946.9272
000858.SZ,1998/5/14,63.85,64.45,62.85,63.03,63.85,-0.82,-1.28,11501,7269.4744
000858.SZ,1998/5/15,63.4,65.2,63.1,63.93,63.03,0.9,1.43,10440,6686.9012
000858.SZ,1998/5/18,65,65,62.52,63.1,63.93,-0.83,-1.3,7357,4657.762
000858.SZ,1998/5/19,62.5,64,61.5,62.33,63.1,-0.77,-1.22,10973,6815.3736
000858.SZ,1998/5/20,62,62.3,60.85,60.89,62.33,-1.44,-2.31,9217,5658.04
000858.SZ,,,,,,,--,,,
000858.SZ,1998/5/22,62.1,63,61.6,62.49,62.01,0.48,0.77,8264,5139.6796
000858.SZ,1998/5/25,62.48,62.49,60.86,60.93,62.49,-1.56,-2.5,6873,4210.2712
000858.SZ,1998/5/26,60.88,61.99,60.38,60.74,60.93,-0.19,-0.31,6630,4031.5839
000858.SZ,1998/5/27,61,61,59.53,59.68,60.74,-1.06,-1.75,10560,6346.8756
000858.SZ,1998/5/28,59.1,61.48,59,60.04,59.68,0.36,0.6,12403,7445.9392
000858.SZ,1998/5/29,60.03,60.9,59.8,60,60.04,-0.04,-0.07,5368,3233.0498
000858.SZ,1998/6/1,60,60,57.88,58.97,60,-1.03,-1.72,12907,7583.1728
000858.SZ,1998/6/2,58.9,58.9,57.8,57.9,58.97,-1.07,-1.81,8585,4981.2716
000858.SZ,1998/6/3,57.59,57.75,55.92,55.99,57.9,-1.91,-3.3,12373,6998.7776
000858.SZ,1998/6/4,55.5,58.1,55.19,56.97,55.99,0.98,1.75,10243,5823.4328
000858.SZ,1998/6/5,56.97,58.09,56.8,57.98,56.97,1.01,1.77,7261,4174.476
000858.SZ,1998/6/8,57.67,58,56.4,56.75,57.98,-1.23,-2.12,6240,3545.9056
000858.SZ,,,,,,,--,,,
000858.SZ,1998/6/10,55.5,58,55.5,57.01,55.57,1.44,2.59,5058,2869.0456
000858.SZ,1998/6/11,56.8,57.28,55.5,55.64,57.01,-1.37,-2.4,3670,2067.8422
000858.SZ,1998/6/12,57.7,57.7,56.2,56.6,55.64,0.96,1.73,4355,2463.609
000858.SZ,1998/6/15,56.88,56.88,55.4,55.87,56.6,-0.73,-1.29,3985,2224.5712
000858.SZ,1998/6/16,55.5,55.5,53.8,53.97,55.87,-1.9,-3.4,10129,5497.0044
000858.SZ,1998/6/17,54,54.9,53.6,53.97,53.97,0,0,3812,2058.4906
000858.SZ,1998/6/18,54,54.7,54,54.35,53.97,0.38,0.7,4788,2597.2428
000858.SZ,1998/6/19,54,55.2,53.99,55.07,54.35,0.72,1.32,5493,2988.2088
000858.SZ,1998/6/22,55.5,56.98,55.2,55.98,55.07,0.91,1.65,5002,2808.904
000858.SZ,1998/6/23,55.86,56.68,55.2,56.26,55.98,0.28,0.5,3336,1866.653
000858.SZ,1998/6/24,57,57.1,55.36,55.49,56.26,-0.77,-1.37,2210,1231.2831
000858.SZ,1998/6/25,55.49,55.64,54.4,54.5,55.49,-0.99,-1.78,3206,1751.1664
000858.SZ,1998/6/26,54.2,54.58,54,54.23,54.5,-0.27,-0.5,4139,2242.368
000858.SZ,1998/6/29,55,55.08,53.2,53.35,54.23,-0.88,-1.62,5048,2703.0592
000858.SZ,1998/6/30,53.5,53.5,50.5,50.76,53.35,-2.59,-4.85,9071,4722.7032
000858.SZ,1998/7/1,51.58,52.16,49.2,49.73,50.76,-1.03,-2.03,15820,7937.5816
000858.SZ,1998/7/2,49.8,50,48.01,49.99,49.73,0.26,0.52,7892,3877.3048
000858.SZ,1998/7/3,51.98,51.98,49.6,50.37,49.99,0.38,0.76,4590,2312.662
000858.SZ,1998/7/6,50.3,50.35,49.7,49.8,50.37,-0.57,-1.13,2322,1158.1883
000858.SZ,1998/7/7,49.19,50.15,49.02,49.94,49.8,0.14,0.28,2103,1039.3877
000858.SZ,1998/7/8,50.48,50.48,49.68,49.69,49.94,-0.25,-0.5,2135,1066.6208
000858.SZ,1998/7/9,49.8,50,49.01,49.35,49.69,-0.34,-0.68,2561,1264.3439
000858.SZ,1998/7/10,49.4,51.15,49.35,50.79,49.35,1.44,2.92,4396,2224.3944
000858.SZ,1998/7/13,50.78,50.78,49.8,49.92,50.79,-0.87,-1.71,4481,2240.1724
000858.SZ,1998/7/14,50,50,49,49.55,49.92,-0.37,-0.74,7687,3801.9924
000858.SZ,1998/7/15,49,50.6,49,49.86,49.55,0.31,0.63,2302,1143.8809
000858.SZ,1998/7/16,49.8,50,47.75,47.8,49.86,-2.06,-4.13,7616,3686.4684
000858.SZ,1998/7/17,47.8,48.2,46.3,46.7,47.8,-1.1,-2.3,5964,2798.7578
000858.SZ,1998/7/20,46,46.03,44.55,44.88,46.7,-1.82,-3.9,7536,3393.31
000858.SZ,1998/7/21,44.9,48.3,44.7,46.48,44.88,1.6,3.57,5868,2693.997
000858.SZ,1998/7/22,46.4,47.3,45.53,46.77,46.48,0.29,0.62,4460,2076.3524
000858.SZ,1998/7/23,46.8,46.99,45.85,46,46.77,-0.77,-1.65,3749,1729.6748
000858.SZ,1998/7/24,46,48.47,46,47.98,46,1.98,4.3,10253,4885.9844
000858.SZ,1998/7/27,47.98,48.2,47.11,47.5,47.98,-0.48,-1,3947,1877.2396
000858.SZ,1998/7/28,47.55,47.96,47.06,47.3,47.5,-0.2,-0.42,1770,838.70765
000858.SZ,1998/7/29,47.05,47.6,46.5,46.63,47.3,-0.67,-1.42,3011,1416.904
000858.SZ,1998/7/30,46.6,47.28,45.85,46.5,46.63,-0.13,-0.28,5098,2361.9648
000858.SZ,1998/7/31,46.51,47,46.5,46.61,46.5,0.11,0.24,1779,832.08935
000858.SZ,1998/8/3,46.5,46.5,44.9,45.09,46.61,-1.52,-3.26,5547,2511.9948
000858.SZ,1998/8/4,45.08,45.7,44.7,45.4,45.09,0.31,0.69,3500,1576.2607
000858.SZ,1998/8/5,45.89,45.89,44.95,45,45.4,-0.4,-0.88,2734,1233.7443
000858.SZ,1998/8/6,45.53,46.6,45,45.3,45,0.3,0.67,4620,2103.7102
000858.SZ,1998/8/7,45.5,45.65,44.3,44.55,45.3,-0.75,-1.66,5420,2426.2874
000858.SZ,1998/8/10,44.17,44.17,42.1,42.51,44.55,-2.04,-4.58,5481,2354.648
000858.SZ,1998/8/11,41.99,43.36,41.69,42,42.51,-0.51,-1.2,3673,1548.5194
000858.SZ,1998/8/12,42.01,42.48,40,41.01,42,-0.99,-2.36,7900,3232.0412
000858.SZ,1998/8/13,42,42.4,40.98,41.74,41.01,0.73,1.78,4157,1730.8686
000858.SZ,1998/8/14,41.5,41.58,40.18,40.3,41.74,-1.44,-3.45,5374,2179.166
000858.SZ,1998/8/17,40,40,36.6,37.05,40.3,-3.25,-8.06,8492,3216.3734
000858.SZ,1998/8/18,36.59,39.5,36.01,37.82,37.05,0.77,2.08,9155,3496.81
000858.SZ,1998/8/19,37.8,39,37.8,38.9,37.82,1.08,2.86,5249,2012.3004
000858.SZ,1998/8/20,38.9,39.44,38.3,39.23,38.9,0.33,0.85,5295,2058.0522
000858.SZ,1998/8/21,39.19,41.14,38.9,40.99,39.23,1.76,4.49,9912,3986.8896
000858.SZ,1998/8/24,40.9,42.3,40.15,42.02,40.99,1.03,2.51,15900,6599.4132
000858.SZ,1998/8/25,41.9,42,40.58,41.11,42.02,-0.91,-2.17,4916,2012.9526
000858.SZ,1998/8/26,40.5,41.2,40,40,41.11,-1.11,-2.7,4261,1722.6824
000858.SZ,1998/8/27,39.5,39.95,38.4,38.44,40,-1.56,-3.9,5130,2005.1386
000858.SZ,1998/8/28,38.02,38.87,37.91,38.44,38.44,0,0,7021,2688.5268
000858.SZ,1998/8/31,38.2,39.05,37,39.03,38.44,0.59,1.53,4829,1826.0468
000858.SZ,1998/9/1,38.98,39.58,38.5,39,39.03,-0.03,-0.08,2252,882.5892
000858.SZ,1998/9/2,39,39.7,38.61,39.02,39,0.02,0.05,1933,758.15075
000858.SZ,1998/9/3,38.9,39.78,38.9,39.3,39.02,0.28,0.72,2111,832.61195
000858.SZ,1998/9/4,39.8,40.95,39.79,40.78,39.3,1.48,3.77,6557,2659.6952
000858.SZ,1998/9/7,41,41.28,40.41,40.81,40.78,0.03,0.07,3976,1617.0918
000858.SZ,1998/9/8,41,41.18,40.66,40.71,40.81,-0.1,-0.25,3519,1438.8322
000858.SZ,1998/9/9,40,41.88,40,41.83,40.71,1.12,2.75,7373,3049.1096
000858.SZ,1998/9/10,42,44.58,41.9,44.33,41.83,2.5,5.98,19118,8391.3624
000858.SZ,1998/9/11,44.5,45.35,43.5,43.99,44.33,-0.34,-0.77,11819,5271.5444
000858.SZ,1998/9/14,43.87,44.28,43.01,43.93,43.99,-0.06,-0.14,5196,2270.1812
000858.SZ,1998/9/15,43.79,43.8,42.61,42.8,43.93,-1.13,-2.57,6387,2768
000858.SZ,1998/9/16,42.1,42.85,41.88,42.58,42.8,-0.22,-0.51,5087,2153.2788
000858.SZ,1998/9/17,42.7,43.15,41.88,41.92,42.58,-0.66,-1.55,5325,2250.59
000858.SZ,1998/9/18,41.8,41.9,41.05,41.2,41.92,-0.72,-1.72,3782,1566.0812
000858.SZ,1998/9/21,41,41.72,40.8,41.72,41.2,0.52,1.26,2129,880.1245
000858.SZ,1998/9/22,41.7,41.98,41.1,41.33,41.72,-0.39,-0.93,1752,726.60525
000858.SZ,1998/9/23,41.5,41.7,40.91,41.07,41.33,-0.26,-0.63,2792,1147.7082
000858.SZ,1998/9/24,41.25,41.4,39.85,39.88,41.07,-1.19,-2.9,5060,2038.808
000858.SZ,1998/9/25,39.9,40.5,39.88,40.4,39.88,0.52,1.3,2338,937.3225
000858.SZ,1998/9/28,40.2,40.35,39.7,40.03,40.4,-0.37,-0.92,3804,1523.3255
000858.SZ,1998/9/29,40,40.3,39.88,39.99,40.03,-0.04,-0.1,3792,1518.2893
000858.SZ,1998/9/30,40,41.45,40,41.07,39.99,1.08,2.7,2086,852.1201
000858.SZ,1998/10/5,40.98,42.5,40.97,42.44,41.07,1.37,3.34,5351,2249.9354
000858.SZ,1998/10/6,42.5,42.8,40.8,40.81,42.44,-1.63,-3.84,2631,1090.9438
000858.SZ,1998/10/7,40.4,40.97,40.3,40.58,40.81,-0.23,-0.56,1401,568.5276
000858.SZ,1998/10/8,41,41,40.5,40.7,40.58,0.12,0.3,1453,590.88935
000858.SZ,1998/10/9,41,41.3,40.7,40.78,40.7,0.08,0.2,2191,898.8579
000858.SZ,1998/10/12,40.79,40.99,39.95,40.09,40.78,-0.69,-1.69,3113,1249.0959
000858.SZ,1998/10/13,40.18,40.58,40.01,40.11,40.09,0.02,0.05,2072,833.497
000858.SZ,1998/10/14,40,40.44,39.96,40.05,40.11,-0.06,-0.15,1941,777.3691
000858.SZ,1998/10/15,40,40.2,39.82,40,40.05,-0.05,-0.12,2548,1017.9294
000858.SZ,1998/10/16,40.3,41,40,40.73,40,0.73,1.83,1690,687.91815
000858.SZ,1998/10/19,40.75,40.75,40.1,40.32,40.73,-0.41,-1.01,2644,1065.1872
000858.SZ,1998/10/20,40.32,40.55,39.99,40,40.32,-0.32,-0.79,2417,970.4481
000858.SZ,1998/10/21,40,40,38.8,38.89,40,-1.11,-2.78,5567,2174.424
000858.SZ,1998/10/22,38.8,39.8,38.5,39.55,38.89,0.66,1.7,4494,1747.0266
000858.SZ,1998/10/23,39.44,40.65,39.1,39.22,39.55,-0.33,-0.83,2816,1122.5524
000858.SZ,1998/10/26,38.9,39.35,38.72,38.79,39.22,-0.43,-1.1,4037,1571.2423
000858.SZ,1998/10/27,38.48,38.9,38,38.46,38.79,-0.33,-0.85,6949,2669.68
000858.SZ,1998/10/28,38.66,39,38.4,38.94,38.46,0.48,1.25,4702,1815.6796
000858.SZ,1998/10/29,39,39.43,38.68,38.91,38.94,-0.03,-0.08,2330,906.9728
000858.SZ,1998/10/30,38.71,40,38.71,39.1,38.91,0.19,0.49,3777,1497.3773
000858.SZ,1998/11/2,39.33,39.8,39.12,39.58,39.1,0.48,1.23,2057,810.8078
000858.SZ,1998/11/3,39.8,41.4,39.7,40.44,39.58,0.86,2.17,5902,2405.5124
000858.SZ,1998/11/4,40.39,40.68,40.25,40.29,40.44,-0.15,-0.37,2044,825.28965
000858.SZ,1998/11/5,40.25,40.8,39.68,40.53,40.29,0.24,0.6,3658,1465.0096
000858.SZ,1998/11/6,41,42.3,40.6,41.53,40.53,1,2.47,10855,4540.2676
000858.SZ,1998/11/9,41.61,42.79,41.61,42.35,41.53,0.82,1.97,7430,3138.0774
000858.SZ,1998/11/10,42.2,42.2,41.18,41.6,42.35,-0.75,-1.77,4593,1910.6902
000858.SZ,1998/11/11,41.3,41.92,41.2,41.38,41.6,-0.22,-0.53,3202,1328.1196
000858.SZ,1998/11/12,41.42,41.95,40.91,41,41.38,-0.38,-0.92,3554,1465.3459
000858.SZ,1998/11/13,41,41.28,40.4,40.5,41,-0.5,-1.22,4598,1870.439
000858.SZ,1998/11/16,40.48,42,40.31,41.52,40.5,1.02,2.52,5630,2332.6404
000858.SZ,1998/11/17,41.75,44.25,41.75,43.7,41.52,2.18,5.25,25512,10996.128
000858.SZ,1998/11/18,44,44,42.6,42.61,43.7,-1.09,-2.49,8945,3860.5664
000858.SZ,1998/11/19,42.5,43.45,42.22,43.18,42.61,0.57,1.34,6323,2723.1044
000858.SZ,1998/11/20,43.25,44.8,43.25,43.78,43.18,0.6,1.39,10479,4621.6416
000858.SZ,1998/11/23,44,45.56,44,45.53,43.78,1.75,4,18558,8369.3
000858.SZ,1998/11/24,45.62,46.18,44.76,45.18,45.53,-0.35,-0.77,10584,4806.5956
000858.SZ,1998/11/25,45,45.48,43.9,43.96,45.18,-1.22,-2.7,7045,3138.8416
000858.SZ,1998/11/26,43.75,44.2,43.55,43.99,43.96,0.03,0.07,4892,2148.9366
000858.SZ,1998/11/27,44.49,45,43.9,44.02,43.99,0.03,0.07,5155,2288.1744
000858.SZ,1998/11/30,44,44.3,43.4,43.62,44.02,-0.4,-0.91,3952,1732.2054
000858.SZ,1998/12/1,43.8,44,43.1,43.27,43.62,-0.35,-0.8,3101,1345.2416
000858.SZ,1998/12/2,43.3,43.7,42.9,43.7,43.27,0.43,0.99,2685,1157.6304
000858.SZ,1998/12/3,43.96,44.25,43.33,43.88,43.7,0.18,0.41,3649,1602.4727
000858.SZ,1998/12/4,44,44,42.96,43.27,43.88,-0.61,-1.39,2880,1246.9043
000858.SZ,1998/12/7,44,44.48,42.98,43.15,43.27,-0.12,-0.28,2951,1285.5039
000858.SZ,1998/12/8,43.2,43.55,42.61,42.85,43.15,-0.3,-0.7,3406,1464.1702
000858.SZ,1998/12/9,43,43,42.41,42.73,42.85,-0.12,-0.28,2732,1164.7434
000858.SZ,1998/12/10,42.7,42.85,41.58,41.92,42.73,-0.81,-1.9,4985,2107.5064
000858.SZ,1998/12/11,41.85,42.65,41.3,42.38,41.92,0.46,1.1,2144,896.0928
000858.SZ,1998/12/14,42.38,42.4,41.6,41.7,42.38,-0.68,-1.6,3244,1355.7479
000858.SZ,1998/12/15,41.5,41.68,41,41.51,41.7,-0.19,-0.46,2220,916.2264
000858.SZ,1998/12/16,41.5,41.85,41.4,41.43,41.51,-0.08,-0.19,1505,627.11275
000858.SZ,1998/12/17,41.11,41.55,40.58,40.58,41.43,-0.85,-2.05,2484,1020.2152
000858.SZ,1998/12/18,40.2,41.15,40.02,40.93,40.58,0.35,0.86,3046,1241.9459
000858.SZ,1998/12/21,40.8,41.37,40.38,40.89,40.93,-0.04,-0.1,952,389.869075
000858.SZ,1998/12/22,41,42.5,40.98,42.19,40.89,1.3,3.18,2800,1170.8835
000858.SZ,1998/12/23,42.15,42.15,41.5,41.71,42.19,-0.48,-1.14,2283,954.1732
000858.SZ,1998/12/24,41.5,41.64,40.92,41.28,41.71,-0.43,-1.03,2379,979.2622
000858.SZ,1998/12/25,41.28,41.4,41,41.04,41.28,-0.24,-0.58,2445,1004.7746
000858.SZ,1998/12/28,41.15,41.7,40.58,40.83,41.04,-0.21,-0.51,3892,1592.1859
000858.SZ,1998/12/29,40.6,41,40.3,40.79,40.83,-0.04,-0.1,3538,1439.3265
000858.SZ,,,,,,,,,,
000858.SZ,1998/12/31,41,41.3,40.7,40.8,40.85,-0.05,-0.12,1500,614.8202
000858.SZ,1999/1/4,40,41.29,40,40.76,40.8,-0.04,-0.1,920,375.09595
000858.SZ,1999/1/5,40.2,40.6,39.81,40.55,40.76,-0.21,-0.52,2044,821.9845
000858.SZ,1999/1/6,39,40.75,39,40.39,40.55,-0.16,-0.39,1346,543.5228
000858.SZ,1999/1/7,40.4,40.99,40.12,40.84,40.39,0.45,1.11,2183,889.3591
000858.SZ,1999/1/8,40.9,41.6,40.5,41.51,40.84,0.67,1.64,3174,1306.4708
000858.SZ,1999/1/11,41.5,41.88,41.32,41.83,41.51,0.32,0.77,1830,763.29715
000858.SZ,1999/1/12,41.98,41.98,41.4,41.45,41.83,-0.38,-0.91,1560,648.835
000858.SZ,1999/1/13,41.2,41.4,40.95,41.03,41.45,-0.42,-1.01,2107,866.2626
000858.SZ,1999/1/14,41,41.72,40.61,41.16,41.03,0.13,0.32,1243,512.3588
000858.SZ,1999/1/15,41.15,41.5,41,41.2,41.16,0.04,0.1,1374,567.77795
000858.SZ,1999/1/18,41,42.6,41,42.58,41.2,1.38,3.35,4464,1882.6004
000858.SZ,1999/1/19,42.58,42.8,42.02,42.19,42.58,-0.39,-0.92,3160,1340.0892
000858.SZ,1999/1/20,42.99,44.15,42.8,42.98,42.19,0.79,1.87,6871,2994.536
000858.SZ,1999/1/21,42.9,43.5,42.5,43,42.98,0.02,0.05,2619,1121.5318
000858.SZ,1999/1/22,43.18,43.7,42.5,42.93,43,-0.07,-0.16,3717,1611.0608
000858.SZ,1999/1/25,42.6,43,41.76,41.8,42.93,-1.13,-2.63,3311,1397.9926
000858.SZ,1999/1/26,41.88,42.19,41.51,41.63,41.8,-0.17,-0.41,2047,856.6238
000858.SZ,1999/1/27,41.66,41.84,40.82,41.1,41.63,-0.53,-1.27,2798,1155.4259
000858.SZ,1999/1/28,41,41.55,40.89,40.93,41.1,-0.17,-0.41,1850,760.2946
000858.SZ,1999/1/29,41,41.05,40.5,40.85,40.93,-0.08,-0.2,2245,916.1983
000858.SZ,1999/2/1,40.6,40.85,40.3,40.39,40.85,-0.46,-1.13,2060,834.169
000858.SZ,1999/2/2,40.1,41.22,40.1,40.59,40.39,0.2,0.5,2158,874.1591
000858.SZ,1999/2/3,40.63,40.99,40.5,40.6,40.59,0.01,0.02,1628,661.06675
000858.SZ,1999/2/4,40.66,40.7,39.91,40.02,40.6,-0.58,-1.43,2689,1081.2843
000858.SZ,1999/2/5,39.95,39.95,39.4,39.47,40.02,-0.55,-1.37,2723,1077.7795
000858.SZ,1999/2/8,39.26,39.27,37.8,38,39.47,-1.47,-3.72,6042,2337.5884
000858.SZ,1999/2/9,38,39.31,38,39.21,38,1.21,3.18,3776,1471.9097
000858.SZ,1999/3/1,39.38,39.49,38.62,39.03,39.21,-0.18,-0.46,1421,555.5902
000858.SZ,1999/3/2,39.04,39.05,38.1,38.39,39.03,-0.64,-1.64,1859,714.91775
000858.SZ,1999/3/3,38.29,39.46,38.05,39.38,38.39,0.99,2.58,1492,576.0722
000858.SZ,1999/3/4,39.38,39.38,38.86,38.92,39.38,-0.46,-1.17,1168,456.42285
000858.SZ,1999/3/5,38.5,39.48,38.5,39.44,38.92,0.52,1.34,1248,487.0272
000858.SZ,1999/3/8,39.44,39.44,38.5,39,39.44,-0.44,-1.12,1617,630.78555
000858.SZ,1999/3/9,39,39.35,38.72,39,39,0,0,1423,555.1804
000858.SZ,1999/3/10,39.01,40.18,38.9,39.85,39,0.85,2.18,1576,623.9813
000858.SZ,1999/3/11,39.85,40.8,39.7,40.73,39.85,0.88,2.21,3278,1318.7216
000858.SZ,1999/3/12,39.9,41.2,39.9,40.13,40.73,-0.6,-1.47,1082,437.81645
000858.SZ,1999/3/15,39.99,40.12,39.5,39.51,40.13,-0.62,-1.54,2255,895.1954
000858.SZ,1999/3/16,39.39,39.45,39.08,39.2,39.51,-0.31,-0.78,1218,478.2643
000858.SZ,1999/3/17,39.2,39.7,39.2,39.48,39.2,0.28,0.71,1414,556.93765
000858.SZ,1999/3/18,39.5,39.5,39,39.01,39.48,-0.47,-1.19,1909,747.775
000858.SZ,1999/3/19,39.01,39.49,38.75,39.35,39.01,0.34,0.87,1991,777.9308
000858.SZ,1999/3/22,39.3,39.3,38.81,39.28,39.35,-0.07,-0.18,4446,1734.9888
000858.SZ,1999/3/23,39.3,39.99,39.02,39.1,39.28,-0.18,-0.46,2177,861.3681
000858.SZ,1999/3/24,39,39.5,38.9,39,39.1,-0.1,-0.26,1980,774.692
000858.SZ,1999/3/25,39,39,38.68,38.71,39,-0.29,-0.74,2297,891.1423
000858.SZ,1999/3/26,38.71,39.45,38.65,38.8,38.71,0.09,0.23,1288,500.7662
000858.SZ,1999/3/29,38.86,38.86,38.18,38.37,38.8,-0.43,-1.11,2570,986.5479
000858.SZ,1999/3/30,38.2,38.47,37.31,37.36,38.37,-1.01,-2.63,9155,3464.6632
000858.SZ,1999/3/31,37,37.75,36.88,37,37.36,-0.36,-0.96,5911,2192.6422
000858.SZ,1999/4/1,37.1,37.45,36.35,36.49,37,-0.51,-1.38,7108,2607.4584
000858.SZ,1999/4/2,36.4,37.48,36.4,37.4,36.49,0.91,2.49,4549,1671.1939
000858.SZ,1999/4/5,37.4,37.5,36.7,36.88,37.4,-0.52,-1.39,3579,1322.9022
000858.SZ,1999/4/6,36.85,37.5,36.85,37,36.88,0.12,0.33,3395,1256.7343
000858.SZ,1999/4/7,37,37,36.5,36.68,37,-0.32,-0.86,2416,887.6478
000858.SZ,1999/4/8,36.68,37.1,36.58,36.9,36.68,0.22,0.6,2094,771.50895
000858.SZ,1999/4/9,36.9,37.46,36.68,37.06,36.9,0.16,0.43,3535,1309.0228
000858.SZ,1999/4/12,37,37,35.65,35.9,37.06,-1.16,-3.13,4370,1578.9975
000858.SZ,1999/4/13,35.79,36.7,35.5,36.63,35.9,0.73,2.03,3484,1257.2127
000858.SZ,1999/4/14,36.6,36.8,36.05,36.65,36.63,0.02,0.05,1754,641.1669
000858.SZ,1999/4/15,36.6,36.6,35.8,36.01,36.65,-0.64,-1.75,2114,761.85255
000858.SZ,1999/4/16,37.23,38.3,36.8,37.4,36.01,1.39,3.86,10168,3819.576
000858.SZ,1999/4/19,37.4,37.77,36.51,36.71,37.4,-0.69,-1.84,2903,1069.6801
000858.SZ,1999/4/20,36.81,36.81,35.8,35.88,36.71,-0.83,-2.26,2995,1083.0148
000858.SZ,1999/4/21,35.8,35.86,35,35.09,35.88,-0.79,-2.2,4766,1688.6804
000858.SZ,1999/4/22,35,35.44,34.26,35.1,35.09,0.01,0.03,5949,2063.4848
000858.SZ,1999/4/23,35,35.4,34.8,34.96,35.1,-0.14,-0.4,2037,712.69395
000858.SZ,1999/4/26,34.8,34.8,33.44,33.55,34.96,-1.41,-4.03,4576,1554.056
000858.SZ,1999/4/27,33.4,33.4,32,32.32,33.55,-1.23,-3.67,5028,1639.3003
000858.SZ,1999/4/28,32.32,33.36,32.3,32.6,32.32,0.28,0.87,2417,792.6622
000858.SZ,1999/4/29,32.6,33.29,32.32,33.16,32.6,0.56,1.72,1799,594.2132
000858.SZ,1999/4/30,33.3,34.47,33.3,34.26,33.16,1.1,3.32,2542,860.6267
000858.SZ,1999/5/4,33.92,33.92,33.3,33.35,34.26,-0.91,-2.66,1276,427.81305
000858.SZ,1999/5/5,32.9,33.7,32.8,33.65,33.35,0.3,0.9,1331,440.76885
000858.SZ,1999/5/6,33.66,34.08,33.11,33.8,33.65,0.15,0.45,1454,490.49165
000858.SZ,1999/5/7,34,34.28,33.2,33.4,33.8,-0.4,-1.18,952,319.9992
000858.SZ,1999/5/10,32.99,32.99,31.2,31.8,33.4,-1.6,-4.79,3445,1102.0955
000858.SZ,1999/5/11,31.85,32.4,31.8,32,31.8,0.2,0.63,1648,527.35165
000858.SZ,1999/5/12,32,32.36,31.8,32.1,32,0.1,0.31,2057,658.20025
000858.SZ,1999/5/13,32.1,32.1,31.3,31.55,32.1,-0.55,-1.71,2241,709.8637
000858.SZ,1999/5/14,31.5,31.5,31,31.05,31.55,-0.5,-1.58,3383,1051.5755
000858.SZ,1999/5/17,30.25,31,30.25,30.61,31.05,-0.44,-1.42,1857,569.6769
000858.SZ,1999/5/18,30.6,31.05,30.6,30.62,30.61,0.01,0.03,1983,612.70165
000858.SZ,1999/5/19,30.62,33.5,30.62,32.35,30.62,1.73,5.65,3878,1237.6485
000858.SZ,1999/5/20,32.5,33.3,32.3,33.1,32.35,0.75,2.32,5618,1849.7858
000858.SZ,1999/5/21,33.4,35.3,33.4,34.2,33.1,1.1,3.32,10322,3550.292
000858.SZ,1999/5/24,34.48,35.3,33.89,34.97,34.2,0.77,2.25,10605,3675.484
000858.SZ,1999/5/26,35,36.9,35,35.99,34.97,1.02,2.92,13213,4776.8748
000858.SZ,1999/5/27,36.5,38.9,36.5,38.89,35.99,2.9,8.06,17924,6809.3624
000858.SZ,1999/5/28,39,39.4,37,37.8,38.89,-1.09,-2.8,9995,3784.2016
000858.SZ,1999/5/31,37.93,38.36,35.91,36.43,37.8,-1.37,-3.62,11663,4329.116
000858.SZ,1999/6/1,36.69,37,36,36.41,36.43,-0.02,-0.05,8143,2963.108
000858.SZ,1999/6/2,37,37.5,35.96,36,36.41,-0.41,-1.13,9180,3364.0104
000858.SZ,1999/6/3,36,36,35,35.02,36,-0.98,-2.72,8576,3016.9564
000858.SZ,1999/6/4,35,35.8,34.82,35.38,35.02,0.36,1.03,6932,2431.9428
000858.SZ,1999/6/7,36,37.2,35.5,36.75,35.38,1.37,3.87,7340,2669.5256
000858.SZ,1999/6/8,37.74,37.74,36.25,36.39,36.75,-0.36,-0.98,6128,2161.9104
000858.SZ,1999/6/9,36.26,36.85,36.23,36.58,36.39,0.19,0.52,5585,1972.1928
000858.SZ,1999/6/10,37.75,39.41,37.25,38.4,36.58,1.82,4.98,23720,8829.1568
000858.SZ,1999/6/11,38.25,39.47,36.75,38.2,38.4,-0.2,-0.52,11579,4346.5624
000858.SZ,1999/6/14,38.2,39.35,37.9,38.84,38.2,0.64,1.68,9200,3452.3768
000858.SZ,1999/6/15,39.26,41.25,38.55,39.1,38.84,0.26,0.67,29374,11381.3992
